nom_reservatorioee;ena_data;ena_bruta_ree_mwmed;ena_bruta_ree_percentualmlt;ena_armazenavel_ree_mwmed;ena_armazenavel_ree_percentualmlt
PARANAPANEMA;2022-03-05;1146.860932;36.5574;1122.0309320000001;35.7659
SUDESTE;2022-03-05;9856.464;99.3568;8443.670999999998;85.1153
SUL;2022-03-05;1018.0690000000001;32.5887;765.4570000000002;24.5025
TELES PIRES;2022-03-05;4763.108;116.7699;3303.587;80.989
BELO MONTE;2022-03-06;12246.676;115.3159;11197.491;105.4366
IGUACU;2022-03-06;1740.048;44.7811;1674.575;43.0961
ITAIPU;2022-03-06;2360.617116;62.1464;2360.617116;62.1464
MADEIRA;2022-03-06;9892.555000000002;81.1206;8850.318000000001;72.5741
MANAUS-AMAPA;2022-03-06;1385.6100000000001;117.0969;916.0550000000001;77.4151
NORDESTE;2022-03-06;17476.633;123.424;11581.065999999999;81.7882
NORTE;2022-03-06;17393.934;116.8423;7858.3460000000005;52.7878
PARANA;2022-03-06;27795.454043999995;76.7927;27538.464043999997;76.0827
PARANAPANEMA;2022-03-06;1192.2468400000002;38.0042;1179.79484;37.6072
SUDESTE;2022-03-06;9746.579000000002;98.2491;8313.084;83.799
SUL;2022-03-06;1076.8790000000001;34.4712;817.2160000000001;26.1593
TELES PIRES;2022-03-06;4679.5830000000005;114.7222;3366.5640000000003;82.5329
BELO MONTE;2022-03-07;12277.011999999999;115.6015;11199.257;105.4533
IGUACU;2022-03-07;1694.346;43.6049;1660.7700000000002;42.7408
ITAIPU;2022-03-07;2351.5614199999995;61.908;2351.5614199999995;61.908
MADEIRA;2022-03-07;9661.478;79.2257;8989.875000000002;73.7185
MANAUS-AMAPA;2022-03-07;1442.0249999999999;121.8645;893.1539999999999;75.4798
NORDESTE;2022-03-07;17728.533;125.203;12755.054000000002;90.0791
NORTE;2022-03-07;17399.175;116.8776;7945.244;53.3715
PARANA;2022-03-07;26918.500124;74.3699;26661.126124000006;73.6588
PARANAPANEMA;2022-03-07;1205.382456;38.4229;1192.064456;37.9983
SUDESTE;2022-03-07;9542.557999999999;96.1925;8414.914999999999;84.8255
SUL;2022-03-07;1219.409;39.0337;1050.492;33.6266
TELES PIRES;2022-03-07;4599.945;112.7698;3397.1949999999997;83.2839
BELO MONTE;2022-03-08;12261.581;115.4562;11201.663;105.4759
IGUACU;2022-03-08;1709.0549999999998;43.9835;1684.433;43.3498
ITAIPU;2022-03-08;2304.0087719999997;60.6561;2304.0087719999997;60.6561
MADEIRA;2022-03-08;9424.535;77.2828;8881.859;72.8327
MANAUS-AMAPA;2022-03-08;1578.4009999999998;133.3895;910.674;76.9604
NORDESTE;2022-03-08;17743.893000000004;125.3115;12571.703;88.7843
NORTE;2022-03-08;17545.829;117.8627;8046.533;54.0519
PARANA;2022-03-08;25991.739888;71.8095;25739.701887999996;71.1131
PARANAPANEMA;2022-03-08;1228.20434;39.1503;1203.66434;38.3681
SUDESTE;2022-03-08;9302.012999999997;93.7677;7918.909999999998;79.8255
SUL;2022-03-08;1331.889;42.6342;1175.912;37.6413
TELES PIRES;2022-03-08;4666.6810000000005;114.4059;3419.6039999999994;83.8332
BELO MONTE;2022-03-09;12249.181999999999;115.3395;11206.902;105.5252
IGUACU;2022-03-09;1827.0420000000001;47.0199;1793.7340000000002;46.1627
ITAIPU;2022-03-09;2255.769776;59.3862;2255.769776;59.3862
MADEIRA;2022-03-09;9230.664999999997;75.693;8699.474;71.3371
MANAUS-AMAPA;2022-03-09;1752.378;148.0922;966.8199999999999;81.7052
NORDESTE;2022-03-09;17633.678000000004;124.5331;12489.846000000001;88.2062
NORTE;2022-03-09;17760.423;119.3042;8122.597;54.5629
PARANA;2022-03-09;25040.859484000004;69.1824;24790.574484;68.4909
PARANAPANEMA;2022-03-09;1284.92974;40.9585;1272.4767399999998;40.5616
SUDESTE;2022-03-09;8899.605999999998;89.7113;7666.651999999997;77.2827
SUL;2022-03-09;1559.347;49.9152;1290.27;41.3019
TELES PIRES;2022-03-09;4744.53;116.3144;3454.676;84.693
BELO MONTE;2022-03-10;12266.649;115.5039;11210.006;105.5545
IGUACU;2022-03-10;1996.223;51.3739;1966.5639999999999;50.6106
ITAIPU;2022-03-10;2238.549612;58.9328;2238.549612;58.9328
MADEIRA;2022-03-10;9146.181;75.0002;8165.359;66.9573
MANAUS-AMAPA;2022-03-10;1908.074;161.2499;841.4129999999999;71.1072
NORDESTE;2022-03-10;17565.744000000002;124.0533;13710.082999999999;96.8238
NORTE;2022-03-10;17857.052;119.9533;7387.269;49.6234
PARANA;2022-03-10;24280.328224000015;67.0812;23933.41622400001;66.1228
PARANAPANEMA;2022-03-10;1316.979164;41.9801;1293.9581640000001;41.2463
SUDESTE;2022-03-10;8624.787;86.941;7571.618;76.3247
SUL;2022-03-10;1740.502;55.714;1572.8629999999998;50.3478
TELES PIRES;2022-03-10;4718.91;115.6863;3388.9089999999997;83.0807
BELO MONTE;2022-03-11;12310.118;115.9132;11207.355;105.5295
IGUACU;2022-03-11;2276.103;58.5767;2228.537;57.3526
ITAIPU;2022-03-11;2262.9815519999997;59.5761;2262.9815519999997;59.5761
MADEIRA;2022-03-11;9114.221000000001;74.7381;8579.847;70.3562
MANAUS-AMAPA;2022-03-11;2078.61;175.6618;813.0550000000001;68.7107
NORDESTE;2022-03-11;17467.676;123.3607;14128.708;99.7802
NORTE;2022-03-11;18128.214;121.7748;6764.682;45.4412
PARANA;2022-03-11;22920.361548;63.3239;22642.371548;62.5559
PARANAPANEMA;2022-03-11;1356.3899000000001;43.2364;1343.9379000000001;42.8395
SUDESTE;2022-03-11;8421.658;84.8934;7784.097999999998;78.4666
SUL;2022-03-11;1965.8439999999998;62.9273;1785.5989999999997;57.1576
TELES PIRES;2022-03-11;4654.77;114.1139;3334.867;81.7559
BELO MONTE;2022-03-12;12352.256;116.31;11202.645;105.4852
IGUACU;2022-03-12;2547.9600000000005;65.5731;2444.9940000000006;62.9233
ITAIPU;2022-03-12;2397.6389320000003;63.1211;2397.6389320000003;63.1211
MADEIRA;2022-03-12;9127.445;74.8466;8560.053;70.1939
MANAUS-AMAPA;2022-03-12;2304.811;194.7779;904.04;76.3998
NORDESTE;2022-03-12;17363.958;122.6283;14748.868000000002;104.1599
NORTE;2022-03-12;18225.369;122.4274;6689.448;44.9358
PARANA;2022-03-12;22048.741143999996;60.9158;21791.143143999998;60.2041
PARANAPANEMA;2022-03-12;1506.938924;48.0353;1494.485924;47.6383
SUDESTE;2022-03-12;9416.648000000003;94.9233;8389.231000000003;84.5666
SUL;2022-03-12;2132.9959999999996;68.2779;1911.0059999999999;61.1719
TELES PIRES;2022-03-12;4607.316000000001;112.9505;3320.13;81.3946
BELO MONTE;2022-03-13;12360.844000000001;116.3909;11201.386;105.4733
IGUACU;2022-03-13;2847.353;73.2782;2755.0190000000002;70.9019
ITAIPU;2022-03-13;2697.357884;71.0116;2697.357884;71.0116
MADEIRA;2022-03-13;9126.799;74.8413;7967.926000000001;65.3383
MANAUS-AMAPA;2022-03-13;2442.161;206.3852;1007.1569999999998;85.1141
NORDESTE;2022-03-13;17412.872;122.9737;14465.552;102.1591
NORTE;2022-03-13;18443.024;123.8895;6833.253;45.9018
PARANA;2022-03-13;22105.523855999996;61.0727;21833.004855999996;60.3198
PARANAPANEMA;2022-03-13;1649.03426;52.5647;1624.49626;51.7826
SUDESTE;2022-03-13;8595.181;86.6426;7732.815000000001;77.9496
SUL;2022-03-13;2300.3820000000005;73.6359;2059.8210000000004;65.9355
TELES PIRES;2022-03-13;4670.432000000001;114.4979;3181.1;77.9862
BELO MONTE;2022-03-14;12383.32;116.6025;11181.163;105.2829
IGUACU;2022-03-14;3033.7599999999998;78.0755;2988.432;76.9089
ITAIPU;2022-03-14;2931.289868;77.1702;2931.289868;77.1702
MADEIRA;2022-03-14;9176.159;75.246;8580.094000000001;70.3582
MANAUS-AMAPA;2022-03-14;2472.2239999999997;208.9258;1016.987;85.9448
NORDESTE;2022-03-14;17536.805;123.849;13734.557;96.9966
NORTE;2022-03-14;18513.045;124.3599;7446.834999999999;50.0235
PARANA;2022-03-14;22210.646220000006;61.3631;22060.60022;60.9486
PARANAPANEMA;2022-03-14;1859.7429119999997;59.2813;1846.0559120000003;58.845
SUDESTE;2022-03-14;8806.514;88.7729;8068.697;81.3355
SUL;2022-03-14;2521.755;80.7222;2360.158;75.5494
TELES PIRES;2022-03-14;4737.705;116.1471;3390.992;83.1318
BELO MONTE;2022-03-15;12475.394999999999;117.4695;11216.083999999999;105.6117
IGUACU;2022-03-15;3097.3580000000006;79.7122;3053.7090000000003;78.5889
ITAIPU;2022-03-15;3399.62506;89.4997;3399.62506;89.4997
MADEIRA;2022-03-15;9219.832;75.6042;8588.649000000001;70.4284
MANAUS-AMAPA;2022-03-15;2477.718;209.3901;1079.435;91.2223
NORDESTE;2022-03-15;18109.005;127.89;14164.026;100.0296
NORTE;2022-03-15;18798.468;126.2772;7856.839;52.7777
PARANA;2022-03-15;22290.699096000008;61.5843;22239.569096000003;61.443
PARANAPANEMA;2022-03-15;2378.137844;75.8057;2364.2208440000004;75.3621
SUDESTE;2022-03-15;8890.599999999999;89.6205;8388.327;84.5574
SUL;2022-03-15;2617.4950000000003;83.7868;2433.897;77.9098
TELES PIRES;2022-03-15;4684.6810000000005;114.8472;3404.1490000000003;83.4543
BELO MONTE;2022-03-16;12542.454;118.1009;11206.037999999999;105.5171
IGUACU;2022-03-16;3370.684;86.7464;3327.8900000000003;85.6451
ITAIPU;2022-03-16;3379.13706;88.9604;3379.13706;88.9604
MADEIRA;2022-03-16;9295.567000000001;76.2252;8644.837000000001;70.8891
MANAUS-AMAPA;2022-03-16;2469.3250000000003;208.6808;1177.6779999999999;99.5247
NORDESTE;2022-03-16;18731.889000000003;132.2889;15151.856;107.0059
NORTE;2022-03-16;18812.972999999998;126.3746;7594.817999999999;51.0176
PARANA;2022-03-16;23031.08487200001;63.6298;22925.79187200001;63.3389
PARANAPANEMA;2022-03-16;2646.083068;84.3467;2617.565068;83.4377
SUDESTE;2022-03-16;9627.431999999999;97.0481;8605.296999999999;86.7446
SUL;2022-03-16;2932.4939999999997;93.87;2736.473;87.5953
TELES PIRES;2022-03-16;4545.469999999999;111.4344;3218.5119999999997;78.9034
BELO MONTE;2022-03-17;12555.422999999999;118.223;11176.168;105.2359
IGUACU;2022-03-17;3961.737;101.9575;3897.2799999999997;100.2986
ITAIPU;2022-03-17;3116.53212;82.0469;3116.53212;82.0469
MADEIRA;2022-03-17;9526.671000000002;78.1203;8706.496000000001;71.3947
MANAUS-AMAPA;2022-03-17;2458.017;207.7252;1181.84;99.8764
NORDESTE;2022-03-17;18842.264;133.0684;15455.652999999998;109.1514
NORTE;2022-03-17;18946.79;127.2735;7574.394;50.8804
PARANA;2022-03-17;24413.817428000006;67.45;24291.897428000004;67.1132
PARANAPANEMA;2022-03-17;2585.6964519999997;82.4219;2572.7834519999997;82.0102
SUDESTE;2022-03-17;8885.683;89.571;8174.941000000002;82.4064
SUL;2022-03-17;3192.549;102.1945;3001.13;96.0671
TELES PIRES;2022-03-17;4487.259;110.0073;3215.835;78.8377
BELO MONTE;2022-03-18;12557.128;118.2391;11176.22;105.2363
IGUACU;2022-03-18;4501.256;115.8423;4452.738;114.5936
ITAIPU;2022-03-18;3045.295344;80.1715;3045.295344;80.1715
MADEIRA;2022-03-18;9832.313;80.6266;8773.956000000002;71.9479
MANAUS-AMAPA;2022-03-18;2455.669;207.5268;1104.938;93.3775
NORDESTE;2022-03-18;18739.216;132.3407;14601.405;103.1185
NORTE;2022-03-18;18726.125;125.7912;6824.593;45.8437
PARANA;2022-03-18;25007.660187999998;69.0907;24805.547188000008;68.5323
PARANAPANEMA;2022-03-18;2471.735468;78.7892;2459.2834679999996;78.3923
SUDESTE;2022-03-18;9090.992000000004;91.6406;7886.193;79.4957
SUL;2022-03-18;3435.1299999999997;109.9596;3209.4539999999997;102.7356
TELES PIRES;2022-03-18;4422.3460000000005;108.4159;3237.497;79.3688
BELO MONTE;2022-03-19;12569.267;118.3534;11174.976999999999;105.2246
IGUACU;2022-03-19;4942.150000000001;127.1889;4816.951000000001;123.9669
ITAIPU;2022-03-19;2930.0913199999995;77.1386;2930.0913199999995;77.1386
MADEIRA;2022-03-19;10197.922999999999;83.6247;8959.8;73.4719
MANAUS-AMAPA;2022-03-19;2430.862;205.4304;1078.8400000000001;91.172
NORDESTE;2022-03-19;18632.981;131.5904;14442.992000000002;101.9997
NORTE;2022-03-19;18605.462;124.9807;6225.971;41.8225
PARANA;2022-03-19;25265.031996;69.8017;24952.770996000007;68.939
PARANAPANEMA;2022-03-19;2361.1376840000003;75.2638;2351.1826840000003;74.9465
SUDESTE;2022-03-19;8661.749;87.3136;7667.927000000001;77.2955
SUL;2022-03-19;3510.428;112.3699;3192.339;102.1878
TELES PIRES;2022-03-19;4145.036;101.6175;2975.107;72.9362
BELO MONTE;2022-03-20;12571.686;118.3762;11192.305999999999;105.3878
IGUACU;2022-03-20;5575.995;143.5013;5445.9580000000005;140.1547
ITAIPU;2022-03-20;2881.053292;75.8476;2881.053292;75.8476
MADEIRA;2022-03-20;10489.366;86.0145;8058.657;66.0823
MANAUS-AMAPA;2022-03-20;2423.606;204.8172;1107.547;93.598
NORDESTE;2022-03-20;18257.533000000003;128.9389;15228.223000000002;107.5452
NORTE;2022-03-20;18434.415;123.8317;5958.075;40.0229
PARANA;2022-03-20;25118.282608;69.3963;24792.077608000007;68.495
PARANAPANEMA;2022-03-20;2239.6121000000003;71.39;2239.6121000000003;71.39
SUDESTE;2022-03-20;8572.327999999998;86.4122;7486.5679999999975;75.4674
SUL;2022-03-20;3792.122999999999;121.387;3446.2400000000002;110.3152
TELES PIRES;2022-03-20;3867.934;94.8242;2352.708;57.6778
BELO MONTE;2022-03-21;12576.659;118.423;11205.194;105.5092
IGUACU;2022-03-21;5679.460000000001;146.164;5539.773999999999;142.5691
ITAIPU;2022-03-21;2884.1469799999995;75.9291;2884.1469799999995;75.9291
MADEIRA;2022-03-21;10637.913999999999;87.2327;8697.344;71.3197
MANAUS-AMAPA;2022-03-21;2413.779;203.9867;1034.162;87.3963
NORDESTE;2022-03-21;17885.123;126.3089;15596.703;110.1475
NORTE;2022-03-21;18260.627;122.6643;5912.575000000001;39.7172
PARANA;2022-03-21;24875.934724;68.7267;24548.047724000004;67.8208
PARANAPANEMA;2022-03-21;2209.462296;70.429;2203.697296;70.2452
SUDESTE;2022-03-21;8451.582999999999;85.1951;7971.055999999999;80.3512
SUL;2022-03-21;3534.6650000000004;113.1457;3258.6900000000005;104.3117
TELES PIRES;2022-03-21;3804.743;93.2751;2642.084;64.7719
BELO MONTE;2022-03-22;12573.213;118.3906;11211.106;105.5648
IGUACU;2022-03-22;5371.622;138.2416;5264.951;135.4964
ITAIPU;2022-03-22;2839.390944;74.7508;2839.390944;74.7508
MADEIRA;2022-03-22;10656.0;87.381;8826.277;72.3769
MANAUS-AMAPA;2022-03-22;2425.233;204.9547;1049.559;88.6975
NORDESTE;2022-03-22;17649.903000000002;124.6477;16005.349;113.0335
NORTE;2022-03-22;17918.116;120.3635;5621.1990000000005;37.76
PARANA;2022-03-22;24625.540556000004;68.0349;24299.981556000002;67.1355
PARANAPANEMA;2022-03-22;2128.9385;67.8622;2114.4655;67.4009
SUDESTE;2022-03-22;8240.818;83.0705;7249.451;73.0771
SUL;2022-03-22;3062.545999999999;98.033;2858.937999999999;91.5155
TELES PIRES;2022-03-22;3974.999;97.449;2872.987;70.4326
BELO MONTE;2022-03-23;12554.571;118.215;11211.516;105.5687
IGUACU;2022-03-23;5149.197;132.5174;5052.598999999999;130.0314
ITAIPU;2022-03-23;2793.1290399999993;73.5329;2793.1290399999993;73.5329
MADEIRA;2022-03-23;10602.468;86.942;9215.73;75.5705
MANAUS-AMAPA;2022-03-23;2432.57;205.5747;1142.379;96.5416
NORDESTE;2022-03-23;17256.652000000002;121.8704;15454.275;109.1416
NORTE;2022-03-23;17711.352;118.9746;6135.399;41.214
PARANA;2022-03-23;24496.963404;67.6797;24233.702403999996;66.9524
PARANAPANEMA;2022-03-23;1933.8075559999997;61.6422;1911.710556;60.9378
SUDESTE;2022-03-23;7706.984;77.6892;7276.448999999999;73.3493
SUL;2022-03-23;3006.672;96.2445;2803.465;89.7398
TELES PIRES;2022-03-23;4227.174;103.6312;3179.747;77.953
BELO MONTE;2022-03-24;12554.67;118.216;11210.898;105.5629
IGUACU;2022-03-24;5338.271;137.3833;5259.58;135.3582
ITAIPU;2022-03-24;2707.048708;71.2667;2707.048708;71.2667
MADEIRA;2022-03-24;10516.411;86.2363;9179.518;75.2736
MANAUS-AMAPA;2022-03-24;2420.832;204.5827;1060.1499999999999;89.5925
NORDESTE;2022-03-24;16789.232999999997;118.5694;15986.158;112.8979
NORTE;2022-03-24;17348.193;116.5351;6320.673000000001;42.4586
PARANA;2022-03-24;24243.414624000005;66.9792;24190.541624;66.8331
PARANAPANEMA;2022-03-24;1767.8536680000002;56.3522;1755.401668;55.9553
SUDESTE;2022-03-24;7397.123;74.5657;6532.912;65.8542
SUL;2022-03-24;5457.254;174.6884;5244.973000000001;167.8932
TELES PIRES;2022-03-24;4405.12;107.9936;3335.2889999999998;81.7662
BELO MONTE;2022-03-25;12551.091;118.1823;11207.219;105.5282
IGUACU;2022-03-25;7256.812;186.758;7207.205;185.4813
ITAIPU;2022-03-25;2958.4774439999997;77.8859;2958.4774439999997;77.8859
MADEIRA;2022-03-25;10370.666;85.0412;8978.662999999999;73.6265
MANAUS-AMAPA;2022-03-25;2423.9010000000003;204.8421;1098.874;92.865
NORDESTE;2022-03-25;16496.721999999998;116.5036;16245.671999999999;114.7307
NORTE;2022-03-25;17099.785;114.8664;6480.465;43.532
PARANA;2022-03-25;23703.525568;65.4876;23683.861568;65.4333
PARANAPANEMA;2022-03-25;1703.510988;54.3012;1675.218988;53.3994
SUDESTE;2022-03-25;7313.114;73.7189;6562.835000000001;66.1558
SUL;2022-03-25;7311.802000000001;234.053;7007.404999999999;224.3092
TELES PIRES;2022-03-25;4500.735;110.3377;3409.408;83.5833
BELO MONTE;2022-03-26;12536.646999999999;118.0463;11200.211;105.4622
IGUACU;2022-03-26;8567.474999999999;220.4886;8534.143;219.6308
ITAIPU;2022-03-26;3513.056872;92.486;3513.056872;92.486
MADEIRA;2022-03-26;10247.218;84.0289;8772.449;71.9355
MANAUS-AMAPA;2022-03-26;2494.5209999999997;210.8101;970.586;82.0235
NORDESTE;2022-03-26;16341.645999999999;115.4085;16028.788999999999;113.199
NORTE;2022-03-26;16910.568;113.5954;6349.138;42.6498
PARANA;2022-03-26;22783.299888;62.9452;22753.391888;62.8626
PARANAPANEMA;2022-03-26;1895.37924;60.4173;1882.92724;60.0203
SUDESTE;2022-03-26;7243.527999999999;73.0174;6603.677000000001;66.5675
SUL;2022-03-26;7100.588;227.292;6577.464;210.5467
TELES PIRES;2022-03-26;4536.265;111.2087;3413.304;83.6788
BELO MONTE;2022-03-27;12517.514;117.8661;11196.582;105.4281
IGUACU;2022-03-27;8292.519;213.4125;8214.947999999999;211.4162
ITAIPU;2022-03-27;3997.8439280000002;105.2487;3997.8439280000002;105.2487
MADEIRA;2022-03-27;10129.917000000001;83.067;8018.752;65.7551
MANAUS-AMAPA;2022-03-27;2592.3349999999996;219.0763;961.837;81.2841
NORDESTE;2022-03-27;16297.456999999997;115.0964;15971.508999999998;112.7945
NORTE;2022-03-27;17114.346;114.9642;6451.214;43.3355
PARANA;2022-03-27;21716.110363999996;59.9968;21675.830363999998;59.8855
PARANAPANEMA;2022-03-27;2053.306708;65.4514;2032.3617080000004;64.7837
SUDESTE;2022-03-27;7398.810999999999;74.5828;6601.665;66.5472
SUL;2022-03-27;6038.486999999998;193.2938;5616.0380000000005;179.7711
TELES PIRES;2022-03-27;4565.94;111.9362;2792.8920000000003;68.4691
BELO MONTE;2022-03-28;12509.085;117.7867;11190.588;105.3716
IGUACU;2022-03-28;7181.1709999999985;184.8113;7144.299;183.8624
ITAIPU;2022-03-28;3858.0952799999995;101.5696;3858.0952799999995;101.5696
MADEIRA;2022-03-28;10008.736;82.0733;9047.703;74.1927
MANAUS-AMAPA;2022-03-28;2676.205;226.1641;910.2679999999999;76.9261
NORDESTE;2022-03-28;16034.060000000001;113.2362;15728.851;111.0808
NORTE;2022-03-28;17407.446;116.9331;6662.024;44.7516
PARANA;2022-03-28;21382.829924;59.076;21358.211924;59.008
PARANAPANEMA;2022-03-28;1905.229796;60.7312;1891.9107960000001;60.3067
SUDESTE;2022-03-28;7828.732;78.9165;7465.699000000001;75.257
SUL;2022-03-28;4910.068;157.1728;4364.877000000001;139.7211
TELES PIRES;2022-03-28;4661.005;114.2668;3156.112;77.3736
BELO MONTE;2022-03-29;12512.019;117.8144;11187.966;105.3469
IGUACU;2022-03-29;6032.095;155.2392;6021.75;154.973
ITAIPU;2022-03-29;3493.849372;91.9803;3493.849372;91.9803
MADEIRA;2022-03-29;10008.751;82.0734;9023.508;73.9943
MANAUS-AMAPA;2022-03-29;2756.077;232.914;917.4929999999999;77.5367
NORDESTE;2022-03-29;15520.635;109.6103;15342.827000000001;108.3546
NORTE;2022-03-29;17992.613;120.8639;6618.948;44.4622
PARANA;2022-03-29;21377.099196000003;59.0602;21351.332196000003;58.989
PARANAPANEMA;2022-03-29;1776.050432;56.6135;1763.597432;56.2166
SUDESTE;2022-03-29;7611.545999999998;76.7272;7044.309999999998;71.0093
SUL;2022-03-29;4054.5609999999997;129.7877;3839.1569999999997;122.8926
TELES PIRES;2022-03-29;4694.126;115.0787;3222.522;79.0017
BELO MONTE;2022-03-30;12538.546999999999;118.0641;11197.331;105.4351
IGUACU;2022-03-30;5123.374999999999;131.8528;5111.880999999999;131.557
ITAIPU;2022-03-30;3267.8667319999995;86.031;3267.8667319999995;86.031
MADEIRA;2022-03-30;10101.057;82.8303;9059.850999999999;74.2923
MANAUS-AMAPA;2022-03-30;2737.88;231.3762;876.1899999999999;74.0462
NORDESTE;2022-03-30;15041.921999999999;106.2295;14887.739999999998;105.1406
NORTE;2022-03-30;18379.025;123.4596;6080.115;40.8427
PARANA;2022-03-30;21173.936264000004;58.4989;21147.555264;58.426
PARANAPANEMA;2022-03-30;1728.686004;55.1037;1699.6800039999998;54.1791
SUDESTE;2022-03-30;7551.831999999999;76.1253;7050.536999999999;71.072
SUL;2022-03-30;3392.0380000000005;108.5802;3209.334;102.7318
TELES PIRES;2022-03-30;4708.991;115.4432;3247.585;79.6161
BELO MONTE;2022-03-31;12599.053;118.6339;11203.114;105.4896
IGUACU;2022-03-31;4535.209;116.7161;4528.888;116.5534
ITAIPU;2022-03-31;3262.8471720000002;85.8989;3262.8471720000002;85.8989
MADEIRA;2022-03-31;10261.86;84.149;8833.712;72.4379
MANAUS-AMAPA;2022-03-31;2752.944;232.6493;876.483;74.0709
NORDESTE;2022-03-31;14474.797000000002;102.2243;14319.185000000001;101.1254
NORTE;2022-03-31;18828.847999999998;126.4813;6310.533;42.3905
PARANA;2022-03-31;20739.804503999992;57.2995;20716.759503999994;57.2358
PARANAPANEMA;2022-03-31;1700.870324;54.2171;1688.4183240000002;53.8202
SUDESTE;2022-03-31;7271.097000000001;73.2953;6924.446000000002;69.801
SUL;2022-03-31;3017.7549999999997;96.5993;2913.2649999999994;93.2545
TELES PIRES;2022-03-31;4669.141;114.4662;3284.4759999999997;80.5205
BELO MONTE;2022-04-01;12623.188;116.0408;11206.714;103.0196
IGUACU;2022-04-01;4149.386;126.3447;4122.1939999999995;125.5167
ITAIPU;2022-04-01;3373.8818879999994;94.9415;3373.8818879999994;94.9415
MADEIRA;2022-04-01;10428.747;89.4014;6633.9529999999995;56.8702
MANAUS-AMAPA;2022-04-01;2779.805;183.0009;898.835;59.1723
NORDESTE;2022-04-01;13732.139000000001;118.6463;13580.815999999999;117.3389
NORTE;2022-04-01;18809.113;128.8003;6051.792;41.4412
PARANA;2022-04-01;20145.755288;75.4922;20129.250288;75.4304
PARANAPANEMA;2022-04-01;1854.3418239999999;78.6729;1840.503824;78.0858
SUDESTE;2022-04-01;7516.651999999998;101.2872;6958.2249999999985;93.7624
SUL;2022-04-01;2798.852;87.4852;2678.8509999999997;83.7342
TELES PIRES;2022-04-01;4623.744000000001;140.9512;3298.922;100.565
BELO MONTE;2022-04-02;12594.504;115.7771;11208.295;103.0341
IGUACU;2022-04-02;3808.6519999999996;115.9697;3706.201;112.8502
ITAIPU;2022-04-02;3491.595692;98.254;3491.595692;98.254
MADEIRA;2022-04-02;10534.519;90.3082;7072.356;60.6285
MANAUS-AMAPA;2022-04-02;2734.381;180.0105;989.639;65.1502
NORDESTE;2022-04-02;12796.985999999999;110.5665;12674.797999999999;109.5108
NORTE;2022-04-02;18659.829999999998;127.778;5454.725;37.3526
PARANA;2022-04-02;19526.689112000004;73.1724;19513.07411200001;73.1214
PARANAPANEMA;2022-04-02;2258.7221959999997;95.8293;2233.907196;94.7765
SUDESTE;2022-04-02;7289.247000000001;98.2229;6889.115999999999;92.8311
SUL;2022-04-02;2597.5530000000003;81.1931;2434.0919999999996;76.0837
TELES PIRES;2022-04-02;4578.818;139.5817;3008.346;91.7071
BELO MONTE;2022-04-03;12549.894999999999;115.367;11199.083999999999;102.9495
IGUACU;2022-04-03;3626.574;110.4256;3517.362;107.1002
ITAIPU;2022-04-03;3453.71338;97.188;3453.71338;97.188
MADEIRA;2022-04-03;10674.483;91.508;6047.331999999999;51.8413
MANAUS-AMAPA;2022-04-03;2729.29;179.6754;844.877;55.6202
NORDESTE;2022-04-03;11873.388;102.5866;11721.434000000001;101.2737
NORTE;2022-04-03;18506.056;126.725;4823.150000000001;33.0278
PARANA;2022-04-03;19339.10709999999;72.4695;19295.429099999994;72.3058
PARANAPANEMA;2022-04-03;2418.52952;102.6093;2409.53552;102.2277
SUDESTE;2022-04-03;7108.071000000001;95.7816;6534.594;88.0539
SUL;2022-04-03;2801.87;87.5795;2627.7210000000005;82.136
TELES PIRES;2022-04-03;4537.827;138.3321;2734.226;83.3507
BELO MONTE;2022-04-04;12534.931;115.2294;11193.207999999999;102.8954
IGUACU;2022-04-04;3602.9819999999995;109.7072;3579.8720000000003;109.0036
ITAIPU;2022-04-04;3312.3052039999993;93.2087;3312.3052039999993;93.2087
MADEIRA;2022-04-04;10658.926000000001;91.3747;7758.71;66.5123
MANAUS-AMAPA;2022-04-04;2670.2970000000005;175.7917;878.9069999999999;57.8604
NORDESTE;2022-04-04;10929.030999999999;94.4273;10779.936999999998;93.1391
NORTE;2022-04-04;18135.952;124.1906;4897.152;33.5345
PARANA;2022-04-04;19430.256576000007;72.811;19414.244576;72.751
PARANAPANEMA;2022-04-04;2366.55922;100.4044;2354.10622;99.8761
SUDESTE;2022-04-04;6764.950000000001;91.158;6251.436;84.2384
SUL;2022-04-04;5694.639000000001;178.0003;5606.390000000001;175.2419
TELES PIRES;2022-04-04;4557.276000000001;138.925;3192.812;97.3304
BELO MONTE;2022-04-05;12530.092;115.185;11194.969;102.9116
IGUACU;2022-04-05;3687.946;112.2943;3682.199;112.1193
ITAIPU;2022-04-05;3188.9981759999996;89.7388;3188.9981759999996;89.7388
MADEIRA;2022-04-05;10594.065;90.8187;7676.913;65.8111
MANAUS-AMAPA;2022-04-05;2612.232;171.9692;961.1560000000001;63.2751
NORDESTE;2022-04-05;10121.227;87.4479;9973.563000000002;86.172
NORTE;2022-04-05;17736.981;121.4586;5019.768;34.3742
PARANA;2022-04-05;19455.1722;72.9044;19441.2922;72.8524
PARANAPANEMA;2022-04-05;2262.2036239999998;95.977;2250.673624;95.4878
SUDESTE;2022-04-05;6431.178000000002;86.6604;6167.0;83.1006
